ID_GAND_CT	ID_GAND	referent	EN_source_sentence	referent_embedding	sentence_source	OPUS_DE_translation	DE_gender	OPUS_ES_translation	ES_gender	DE_contrastive_TR	DE_contrastive_gender	ES_contrastive_TR	ES_contrastive_gender
585	4637	patient	A patient of the hospital wanted to see it.	LLM_neutral_list	OpenSubtitles	Ein Patient des Krankenhauses wollte es sehen.	masculine	Un paciente del hospital quería verlo.	masculine	Eine Patientin des Krankenhauses wollte es sehen.	feminine	Una paciente del hospital quería verlo.	feminine
586	804	coordinator	Your orthodontist’s treatment coordinator will also be able to provide information on payment plans as well.	female_embedding_list	C4	Ihr Kieferorthopädie-Behandlungskoordinator wird auch in der Lage sein, Informationen über Zahlungspläne sowie zur Verfügung zu stellen.	masculine	El coordinador de tratamiento de su ortodoncista también podrá proporcionar información sobre los planes de pago.	masculine	Ihre Kieferorthopädie-Behandlungskoordinatorin wird auch in der Lage sein, Informationen über Zahlungspläne sowie zur Verfügung zu stellen.	feminine	La coordinadora de tratamiento de su ortodoncista también podrá proporcionar información sobre los planes de pago.	feminine
587	3759	boss	What am I supposed to say to the boss?	male_embedding_list	OpenSubtitles	Was soll ich dem Boss sagen?	masculine	¿Qué se supone que debo decirle al jefe?	masculine	Was soll ich der Chefin sagen?	feminine	¿Qué se supone que debo decirle a la jefe?	feminine
588	4896	mechanic	I already had my doctor, digger, demolition expert, mechanic.	male_embedding_list	OpenSubtitles	Ich hatte schon meinen Arzt, Digger, Abrissexperte, Mechaniker.	masculine	Ya tenía a mi médico, a la excavadora, a un experto en demolición, a un mecánico.	masculine	Ich hatte schon meinen Arzt, Digger, Abrissexperte, Mechanikerin.	feminine	Ya tenía a mi médico, a la excavadora, a un experto en demolición, a una mecánica.	feminine
589	2295	organizer	I have one employee who also works as a professional organizer.	LLM_neutral_list	C4	Ich habe einen Angestellten, der auch als professioneller Organisator arbeitet.	masculine	Tengo un empleado que también trabaja como organizador profesional.	masculine	Ich habe eine Angestellte, die auch als professionelle Organisatorin arbeitet.	feminine	Tengo una empleada que también trabaja como organizadora profesional.	feminine
590	1451	roommate	I had just started college in NYC and was SO excited that I made my roommate stay on hold with the box office for over an hour while I was in class and we managed to score some tickets.	LLM_neutral_list	C4	Ich hatte gerade das College in NYC begonnen und war so aufgeregt, dass ich meine Mitbewohnerin über eine Stunde lang bei der Kasse halten ließ, während ich im Unterricht war und wir es schafften, einige Tickets zu sammeln.	feminine	Yo acababa de empezar la universidad en Nueva York y estaba tan emocionada que hice que mi compañera de cuarto se quedara en espera con la taquilla durante más de una hora mientras estaba en clase y logramos conseguir algunas entradas.	feminine	Ich hatte gerade das College in NYC begonnen und war so aufgeregt, dass ich meinen Mitbewohner über eine Stunde lang bei der Kasse halten ließ, während ich im Unterricht war und wir es schafften, einige Tickets zu sammeln.	masculine	Yo acababa de empezar la universidad en Nueva York y estaba tan emocionado que hice que mi compañero de cuarto se quedara en espera con la taquilla durante más de una hora mientras estaba en clase y logramos conseguir algunas entradas.	masculine
591	2755	clerk	When inquired about the economy the clerk answered they have been very busy and the summer heat is slowing business.	female_embedding_list	C4	Auf die Frage nach der Wirtschaft antwortete der Angestellte, sie seien sehr beschäftigt gewesen und die Sommerhitze verlangsamen das Geschäft.	masculine	Cuando se le preguntó acerca de la economía, el empleado respondió que han estado muy ocupados y el calor de verano está ralentizando los negocios.	masculine	Auf die Frage nach der Wirtschaft antwortete die Angestellte, sie seien sehr beschäftigt gewesen und die Sommerhitze verlangsamen das Geschäft.	feminine	Cuando se le preguntó acerca de la economía, la empleada respondió que han estado muy ocupados y el calor de verano está ralentizando los negocios.	feminine
592	3369	model	Because we' re in this room on December 31, 1 899...... but the model is perhaps a hundred years away by now.	female_embedding_list	OpenSubtitles	Weil wir am 31. Dezember 1899 in diesem Raum sind, aber das Modell ist vielleicht schon 100 Jahre entfernt.	neutral	Porque estamos en esta habitación el 31 de diciembre de 1899... pero el modelo está quizás a cien años de aquí.	masculine	Weil wir am 31. Dezember 1899 in diesem Raum sind, aber das Modell ist vielleicht schon 100 Jahre entfernt.	neutral	Porque estamos en esta habitación el 31 de diciembre de 1899... pero la modelo está quizás a cien años de aquí.	feminine
593	4879	partner	Each of your necklaces is linked to your seating partner.	LLM_neutral_list	OpenSubtitles	Jede Ihrer Halsketten ist mit Ihrem Sitzpartner verbunden.	masculine	Cada uno de sus collares está vinculado a su pareja de asientos.	neutral	Jede Ihrer Halsketten ist mit Ihrer Sitzpartnerin verbunden.	feminine	Cada uno de sus collares está vinculado a su pareja de asientos.	neutral
594	4596	minister	The minister will haze you if it doesn' t pass muster.	male_embedding_list	OpenSubtitles	Der Minister wird Sie betrügen, wenn es nicht an einem Sammeltier vorbeigeht.	masculine	El ministro te aturdirá si no pasa la reunión.	masculine	Die Ministerin wird Sie betrügen, wenn es nicht an einem Sammeltier vorbeigeht.	feminine	La ministra te aturdirá si no pasa la reunión.	feminine
595	960	philosopher	We will fight back, and we are determined to take this case to its logical conclusion which for us, is nothing less than punishment to those who murdered our friend, philosopher and guide, by any means necessary.	male_embedding_list	C4	Wir werden uns wehren, und wir sind entschlossen, diesen Fall zu seinem logischen Schluss zu bringen, der für uns nichts weniger als Strafe für diejenigen ist, die unseren Freund, Philosophen und Führer mit allen notwendigen Mitteln ermordet haben.	masculine	Lucharemos, y estamos decididos a llevar este caso a su conclusión lógica que para nosotros, es nada menos que el castigo a los que asesinaron a nuestro amigo, filósofo y guía, por cualquier medio necesario.	masculine	Wir werden uns wehren, und wir sind entschlossen, diesen Fall zu seinem logischen Schluss zu bringen, der für uns nichts weniger als Strafe für diejenigen ist, die unsere Freundin, Philosophin und Führerin mit allen notwendigen Mitteln ermordet haben.	feminine	Lucharemos, y estamos decididos a llevar este caso a su conclusión lógica que para nosotros, es nada menos que el castigo a los que asesinaron a nuestra amiga, filósofa y guía, por cualquier medio necesario.	feminine
596	3531	worker	I just wanted to say to you that...... that I' m really sorry about my co- worker' s behaviour the other day.	LLM_neutral_list	OpenSubtitles	Ich wollte Ihnen nur sagen, dass es mir leid tut, dass mein Mitarbeiter sich neulich benommen hat.	masculine	Sólo quería decirte que siento mucho el comportamiento de mi compañera de trabajo el otro día.	feminine	Ich wollte Ihnen nur sagen, dass es mir leid tut, dass meine Mitarbeiterin sich neulich benommen hat.	feminine	Sólo quería decirte que siento mucho el comportamiento de mi compañero de trabajo el otro día.	masculine
597	3977	enthusiast	Oh, I' m only a policeman, I' m not a science fiction enthusiast.	LLM_neutral_list	OpenSubtitles	Oh, ich bin nur Polizist, ich bin kein Science-Fiction-Enthusiast.	masculine	Oh, sólo soy un policía, no soy un entusiasta de la ciencia ficción.	masculine	Oh, ich bin nur Polizistin, ich bin keine Science-Fiction-Enthusiastin.	feminine	Oh, sólo soy una policía, no soy una entusiasta de la ciencia ficción.	feminine
598	1452	roommate	Will your roommate not be nearly as cool as they seemed on Facebook and Snapchat?	LLM_neutral_list	C4	Wird Ihr Mitbewohner nicht fast so cool sein, wie sie auf Facebook und Snapchat schienen?	masculine	¿Tu compañero de cuarto no será tan genial como parecían en Facebook y Snapchat?	masculine	Wird Ihre Mitbewohnerin nicht fast so cool sein, wie sie auf Facebook und Snapchat schienen?	feminine	¿Tu compañera de cuarto no será tan genial como parecían en Facebook y Snapchat?	feminine
599	3115	friend	You' re in the wrong place, my young friend.	LLM_neutral_list	OpenSubtitles	Du bist am falschen Ort, mein junger Freund.	masculine	Estás en el lugar equivocado, mi joven amigo.	masculine	Du bist am falschen Ort, meine junge Freundin.	feminine	Estás en el lugar equivocado, mi joven amiga.	feminine
600	383	salesperson	The salesperson responded that the car had been sitting for a while and was in need of a tune-up, according to Ms. Kesling.	male_embedding_list	C4	Der Verkäufer antwortete, dass das Auto eine Weile gesessen habe und eine Abstimmung brauche, so Frau Kesling.	masculine	El vendedor respondió que el coche había estado sentado durante un tiempo y necesitaba un ajuste, según la Sra. Kesling.	masculine	Die Verkäuferin antwortete, dass das Auto eine Weile gesessen habe und eine Abstimmung brauche, so Frau Kesling.	feminine	La vendedora respondió que el coche había estado sentado durante un tiempo y necesitaba un ajuste, según la Sra. Kesling.	feminine
601	1862	janitor	The one that you will be able to understand is the janitor.	male_embedding_list	C4	Der Hausmeister, den Sie verstehen können, ist der Hausmeister.	masculine	El que usted será capaz de entender es el conserje.	masculine	Die Hausmeisterin, die Sie verstehen können, ist die Hausmeisterin.	feminine	La que usted será capaz de entender es la conserje.	feminine
602	3	reader	A reader reports that this is a good one, with some steep parts, but plenty of water to play in.	LLM_neutral_list	C4	Ein Leser berichtet, dass dies ein guter ist, mit einigen steilen Teilen, aber viel Wasser zum Spielen.	masculine	Un lector informa que esta es una buena, con algunas partes empinadas, pero un montón de agua para jugar.	masculine	Eine Leserin berichtet, dass dies ein guter ist, mit einigen steilen Teilen, aber viel Wasser zum Spielen.	feminine	Una lectora informa que esta es una buena, con algunas partes empinadas, pero un montón de agua para jugar.	feminine
603	3195	master	My master says that the simple folk always pay for all.	male_embedding_list	OpenSubtitles	Mein Meister sagt, dass die einfachen Leute immer für alle bezahlen.	masculine	Mi amo dice que la gente simple siempre paga por todos.	masculine	Meine Meisterin sagt, dass die einfachen Leute immer für alle bezahlen.	feminine	Mi ama dice que la gente simple siempre paga por todos.	feminine
604	1492	voter	I am a registered Independent voter who has no loyalty to any political party, so no, I am not a Democrat railing against the Republicans who are running for their party’s nomination.	LLM_neutral_list	C4	Ich bin ein registrierter Unabhängiger Wähler, der keine Loyalität zu einer politischen Partei hat, also nein, ich bin kein Demokrat, der gegen die Republikaner, die für ihre Partei kandidieren, rennt.	masculine	Soy un votante independiente registrado que no tiene lealtad a ningún partido político, así que no, no soy una barandilla demócrata contra los republicanos que se postulan para la nominación de su partido.	masculine	Ich bin eine registrierte Unabhängige Wählerin, die keine Loyalität zu einer politischen Partei hat, also nein, ich bin keine Demokratin, die gegen die Republikaner, die für ihre Partei kandidieren, rennt.	feminine	Soy una votante independiente registrada que no tiene lealtad a ningún partido político, así que no, no soy una barandilla demócrata contra los republicanos que se postulan para la nominación de su partido.	feminine
605	3650	winner	You' re a winner up here and in here.	female_embedding_list	OpenSubtitles	Du bist ein Gewinner hier und hier.	masculine	Eres un ganador aquí y aquí.	masculine	Du bist eine Gewinnerin hier und hier.	feminine	Eres una ganadora aquí y aquí.	feminine
606	3674	nurse	I' d love to chat, but there' s a nurse in the other room.	female_embedding_list	OpenSubtitles	Ich würde gern reden, aber im anderen Zimmer ist eine Krankenschwester.	feminine	Me encantaría charlar, pero hay una enfermera en la otra habitación.	feminine	Ich würde gern reden, aber im anderen Zimmer ist ein Krankenpfleger.	masculine	Me encantaría charlar, pero hay un enfermero en la otra habitación.	masculine
607	1153	chief	Article 2, Section 2 establishes the president as the commander in chief of the armed forces.	male_embedding_list	C4	In Artikel 2, Abschnitt 2 wird der Präsident zum Oberbefehlshaber der Streitkräfte ernannt.	masculine	El artículo 2, sección 2, establece al presidente como comandante en jefe de las fuerzas armadas.	masculine	In Artikel 2, Abschnitt 2 wird die Präsidentin zur Oberbefehlshaberin der Streitkräfte ernannt.	feminine	La artículo 2, sección 2, establece a la presidenta como comandante en jefe de las fuerzas armadas.	feminine
